Date,Units_Sold,Sales,Selling_Price,Population_Density(persons/km),Per_Capita_Income (INR),City_Name_Ahmedabad,City_Name_Bengaluru,City_Name_Bhopal,City_Name_Chandigarh,City_Name_Chennai,City_Name_Delhi,City_Name_Guwahati,City_Name_Hyderabad,City_Name_Jaipur,City_Name_Jammu,City_Name_Kochi,City_Name_Kolkata,City_Name_Lucknow,City_Name_Ludhiana,City_Name_Mumbai,City_Name_Nagpur,City_Name_Patna,City_Name_Pune,City_Name_Surat,City_Name_Visakhapatnam,City_tier_Tier 1,City_tier_Tier 2,Flavor Variant_Apple,Flavor Variant_Guava,Flavor Variant_Mixed Fruit,Flavor Variant_Orange,Pack Size (L)_0.135,Pack Size (L)_0.25,Pack Size (L)_1.0
2023-05-24,270371,4615131.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-25,280543,5009762.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-26,277167,5060208.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-27,275067,4862202.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-28,271453,4843621.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-29,274812,5000081.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-30,270742,4874057.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-31,268813,4737436.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-01,280289,5131061.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-02,276205,4925784.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-03,268250,4947860.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-04,270516,4893730.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-05,270872,4890032.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-06,277589,5043067.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-07,268615,4897860.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-08,277148,5004432.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-09,277106,4922172.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-10,277179,5124098.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-11,279867,5133558.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-12,286176,4998473.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-13,284237,5114374.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-14,278279,5169552.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-15,276441,4969005.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-16,277708,5168444.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-17,285279,5100929.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-18,291212,5243968.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-19,275754,5262860.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-20,284479,5049575.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-21,277958,5110283.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-22,288966,5114390.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-23,285892,5093777.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-24,271310,4896054.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-25,286458,5333652.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-26,282637,5317871.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-27,281799,4938013.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-28,276551,5126487.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-29,282542,5160385.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-06-30,283515,5155659.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-01,239485,4517996.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-02,241553,4602139.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-03,238155,4487048.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-04,244876,4566238.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-05,239233,4394605.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-06,244599,4326059.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-07,240317,4416377.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-08,233099,4596744.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-09,245936,4521198.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-10,241053,4503237.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-11,239722,4489280.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-12,232370,4399857.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-13,236980,4549898.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-14,236998,4522688.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-15,239046,4589171.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-16,238920,4559517.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-17,236902,4481960.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-18,243435,4633895.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-19,233192,4362963.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-20,237294,4341819.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-21,237908,4454436.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-22,239296,4504719.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-23,236131,4294057.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-24,235580,4449547.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-25,230954,4393960.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-26,232838,4369054.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-27,238475,4371904.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-28,228947,4292466.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-29,237588,4434045.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-30,231837,4373984.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-07-31,236556,4559075.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-01,215669,4143467.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-02,215402,4115292.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-03,214804,4239464.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-04,211676,4345607.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-05,218996,4198375.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-06,212461,4115235.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-07,220016,4147519.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-08,211422,3980040.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-09,215549,4179680.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-10,216782,4042385.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-11,214612,4147489.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-12,213043,4078879.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-13,218232,4122520.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-14,213617,4190573.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-15,214513,4079939.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-16,212073,4280194.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-17,208533,4033169.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-18,208777,3934809.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-19,208685,4019492.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-20,209642,4101258.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-21,209405,3939932.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-22,213525,4034361.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-23,208956,3928105.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-24,206877,3937362.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-25,206014,3994562.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-26,208833,4042739.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-27,205870,3936618.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-28,200012,3986369.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-29,200555,3840674.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-30,204177,3797150.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-08-31,201228,3884172.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-01,201902,3789050.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-02,202573,3806631.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-03,200039,3720150.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-04,197669,3774110.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-05,195818,3828356.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-06,199299,3749031.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-07,194666,3753564.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-08,192644,3750660.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-09,194356,3803064.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-10,196680,3858213.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-11,193688,3722580.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-12,188818,3613246.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-13,194881,3742924.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-14,194971,3632122.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-15,188811,3605261.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-16,190910,3735661.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-17,193817,3761285.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-18,191398,3488017.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-19,187645,3570477.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-20,193055,3599416.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-21,190342,3568602.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-22,186715,3555548.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-23,190361,3584304.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-24,191211,3598535.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-25,183148,3610503.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-26,184742,3550203.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-27,185515,3607854.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-28,181996,3344170.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-29,180087,3551504.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-09-30,185091,3635561.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-01,188209,3497765.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-02,182644,3393786.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-03,182180,3313647.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-04,183387,3411833.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-05,183545,3490609.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-06,180117,3484615.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-07,184404,3433067.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-08,179084,3347382.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-09,175914,3347721.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-10,174724,3306290.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-11,181840,3405087.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-12,173548,3301313.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-13,177631,3423479.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-14,182174,3290912.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-15,172233,3301567.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-16,168046,3222830.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-17,177977,3315001.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-10-18,172538,3263596.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
